contrast,cluster,metric,delta,lower,upper,B_requested,B_valid,B_invalid,count_delta_le0,count_delta_ge0,p_two_sided,p_formula,minimum_p_resolution,uncertainty,estimator,model_lower,model_upper,comparator_lower,comparator_upper,group_field,group,N
subgroup_primary_subject_id_58,student,Brier,-0.0036969306807432267,-0.0056230772636192096,-0.001799182736266246,5000,5000,0,5000,0,0.0003999200159968006,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.17138415968421825,0.1980289952795519,0.17476331022428265,0.20185052028240547,primary_subject_id,220,1640
subgroup_primary_subject_id_58,student,ECE15,0.006216704092563193,-0.017244135431000028,0.02102942712927291,5000,5000,0,2138,2862,0.8554289142171566,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.025171489253416682,0.057389184552693664,0.023404563343673686,0.05539563737005818,primary_subject_id,220,1640
subgroup_primary_subject_id_59,student,ROC_AUC,0.00804697875166005,0.0016777996298161125,0.015121758910299059,5000,5000,0,42,4958,0.017196560687862426,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.726519325212125,0.7868503150093166,0.7174167295136369,0.7798547946234072,primary_subject_id,221,1604
subgroup_primary_subject_id_59,student,Log_Loss,-0.00748938613473471,-0.012815552578446285,-0.0022238197219219516,5000,5000,0,4986,14,0.00599880023995201,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.5224568168723877,0.5923343706631969,0.5294394478479615,0.6002597575061794,primary_subject_id,221,1604
subgroup_primary_subject_id_59,student,Brier,-0.003069597232513016,-0.005371833687037147,-0.0008631130919665068,5000,5000,0,4982,18,0.007598480303939212,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.177705285924517,0.2055934618664978,0.18062424180839073,0.20871322394021052,primary_subject_id,221,1604
subgroup_primary_subject_id_59,student,ECE15,-0.0024989320544746077,-0.01625092858481,0.014651299433403216,5000,5000,0,2974,2026,0.8106378724255149,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.03340773492745436,0.07191784799733472,0.03529162265400404,0.07304758399716277,primary_subject_id,221,1604
subgroup_primary_subject_id_60,student,ROC_AUC,0.004416816103856802,0.0008736631427082393,0.00839266647966695,5000,5000,0,32,4968,0.013197360527894421,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.7567688177650802,0.8075932536095644,0.7521665795038286,0.8039007379728176,primary_subject_id,225,3348
subgroup_primary_subject_id_60,student,Log_Loss,-0.0033304931693016737,-0.006528556018516857,-0.00024744168468044384,5000,5000,0,4907,93,0.03759248150369926,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.4903048515280265,0.556708939346763,0.4928809773412227,0.5604290411185535,primary_subject_id,225,3348
subgroup_primary_subject_id_60,student,Brier,-0.0016614898494849983,-0.0029580736372991356,-0.00043770335627794677,5000,5000,0,4984,16,0.006798640271945611,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.1624786402095833,0.1888956275535903,0.16393298374020776,0.19084408162192829,primary_subject_id,225,3348
subgroup_primary_subject_id_60,student,ECE15,0.004433421654217756,-0.010406454921870001,0.014617945641235558,5000,5000,0,1894,3106,0.7578484303139372,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.01971002233116103,0.04328040500526805,0.018217826154495277,0.040762090281795615,primary_subject_id,225,3348
subgroup_primary_subject_id_61,student,ROC_AUC,0.009613205120182489,0.004942181764300358,0.01537809960116966,5000,5000,0,0,5000,0.0003999200159968006,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.7613882525398622,0.8245260479691257,0.7496221147286216,0.8160719740140063,primary_subject_id,226,1828
